Wild Lifespan,Gene(s),Mutant Lifespan
14.7,C26B9.3;daf-2; daf-16,8.1
14.7,Y39C12A.2;daf-2; daf-16,5.7
14.7,"F19B6.2, ufd-1;daf-2; daf-16",5.6
14.7,C33H5.18;daf-2; daf-16,8.4
14.7,"Y66H1B.4, spl-1;daf-2; daf-16",8.1
14.7,"F28B12.3, vrk-1;daf-2; daf-16",8.6
14.7,F30A10.10;daf-2; daf-16,8.0
14.7,"W03C9.3, rab-7;daf-2; daf-16",8.0
14.7,CD4.4;daf-2; daf-16,7.5
14.7,C40H5.6;daf-2; daf-16,8.3
14.7,"Y56A3A.1, ntl-3;daf-2; daf-16",9.1
14.7,T27F7.1;daf-2; daf-16,7.1
14.7,F55B12.4;daf-2; daf-16,8.4
14.7,ZC250.3;daf-2; daf-16,7.3
14.7,C11H1.3;daf-2; daf-16,8.4
14.7,"C41G7.1, smn-1;daf-2; daf-16",8.5
14.7,"C10G11.5, pnk-1;daf-2; daf-16",8.0
14.7,Y77E11A.7;daf-2; daf-16,8.6
14.7,Y57G11C.13;daf-2; daf-16,9.2
14.7,"DY3.2, lmn-1;daf-2; daf-16",8.6
14.7,"M04B2.1, mep-1;daf-2; daf-16",8.4
14.7,"F40G9.11, mxl-2;daf-2; daf-16",7.1
14.7,"Y57G11C.10, gdi-1;daf-2; daf-16",9.4
14.7,"T01G9.4, npp-2;daf-2; daf-16",7.7
14.7,"F20H11.2, nsh-1;daf-2; daf-16",7.6
14.7,Y57A10A.19;daf-2; daf-16,8.1
14.7,"T27C4.4, egr-1;daf-2; daf-16",7.4
14.7,C01F1.1;daf-2; daf-16,8.4
14.7,C07A9.2;daf-2; daf-16,8.3
14.7,"ZC518.3, ccr-4;daf-2; daf-16",8.4
14.7,"K12D12.2, npp-3;daf-2; daf-16",8.7
14.7,"K12D12.3, col-84;daf-2; daf-16",8.7
14.7,F37C4.4;daf-2; daf-16,8.7
14.7,C27F2.5;daf-2; daf-16,8.9
14.7,H27M09.1;daf-2; daf-16,9.1
14.7,B0395.2;daf-2; daf-16,8.6
14.7,Y47G6A.18;daf-2; daf-16,8.6
14.7,"ZK593.7, lsm-7;daf-2; daf-16",8.9
14.7,"F17C11.8, tag-318;daf-2; daf-16",8.9
14.7,Y55F3AM.3;daf-2; daf-16,9.2
14.7,T22B11.2;daf-2; daf-16,9.3
14.7,"F32A5.1, ada-2;daf-2; daf-16",8.6
14.7,"F32A5.7, lsm-4;daf-2; daf-16",8.6
14.7,"Y65B4BR.4, wwp-1;daf-2; daf-16",9.3
14.7,"T10F2.3, ulp-1;daf-2; daf-16",8.6
14.7,M03F4.7;daf-2; daf-16,8.3
14.7,"C06G1.4, ain-1;daf-2; daf-16",8.8
14.7,Y59A8B.2;daf-2,14.4
14.7,T14G10.1;daf-2,26.4
14.7,Y59A8B.2;daf-2; daf-16,7.5
14.7,T14G10.1;daf-2; daf-16,8.9
14.8,asm-3;daf-16,13.7
16.2,asm-3;daf-2,40.1
19.4,asm-3;age-1,69.6
14.4,asm-3;pdk-1,21.7
15.7,asm-3;akt-1,14.8
17.4,asm-1;asm-3;rrf-3,22.7
17.4,asm-2;asm-3;rrf-3,22.3
17.4,daf-16;asm-3;rrf-3,12.8
22.7,sod-3;daf-2,57.3
22.7,sod-2;daf-2,41.0
22.7,sod-2;daf-2;sod-3,56.3
22.7,sod-4;daf-2,63.7
13.37,akt-1;rict-1,21.62
13.37,akt-1;rict-1,22.7
13.37,daf-16;rict-1,6.78
13.37,daf-16;rict-1,6.8
20.0,hif-1;egl-9,19.2
20.0,hif-1;daf-16,14.8
20.0,hif-1;skn-1,14.8
20.0,hif-1;daf-2,34.0
17.7,sod-2;sod-1,29.3
17.7,sod-3;sod-1,21.0
17.7,sod-4;sod-1,17.5
17.7,sod-5;sod-1,18.2
17.7,sod-3;sod-2,25.1
17.7,sod-4;sod-2,26.8
17.7,sod-5;sod-2,24.6
17.7,sod-5;sod-3,20.0
17.7,sod-1;sod-2;sod-4,23.3
17.7,sod-1;sod-3;sod-5,18.9
17.7,sod-2;sod-3;sod-5,20.3
17.7,sod-2;daf-2,63.5
17.7,sod-2;clk-1,43.7
17.7,sod-2;isp-1,16.9
17.7,sod-2;eat-2,41.0
17.7,sod-2;glp-1,38.4
